,R_P_E,Transcript,Filename,Title,Publication,Date,FullDate,Page,Summary,Notes,SourceFormat,X,duplicated
392,E,TRUE,FtWayneSentinel-6-29-96 page 1.txt,Thirty Troughs,Fort Wayne Sentinel,"June 29, 1896",1896-06-29,1,"Gang of ""toughs"" may be following the Buffalo Bill show but officers receieved notice of them",,P,,FALSE
393,E,TRUE,FtWayneSentinel-6-29-96.txt,N/A,Fort Wayne Sentinel,"June 29, 1896",1896-06-29,N/A,Buffalo Bill's company requires a lot of food ,,P,,FALSE
394,R,TRUE,FtWayneGazette-6-30-96.txt,Buffalo Bill,Fort Wayne Gazette,"June 30, 1896 ",1896-06-30,N/A,Buffalo Bill's show described as impressive and entertaining ,,P,,FALSE
395,R,TRUE,Bluffton Chronicle 7-3-96.txt,Buffalo Bill's Day,Bluffton Chronicle,"July 3, 1896",1896-07-03,N/A,"Large Crowd, Description of show and its performers, praising the show",,A,,FALSE
396,E,TRUE,GoshenDailyNews-7-29-96.txt,N/A,Goshen Daily News,"July 29, 1896",1896-07-29,N/A,"Claim that the Buffalo Bill show is worth going miles to see and the price is only 50 cents, so with the rest of the money you can buy clothing ",,P,,FALSE
397,P,TRUE,GoshenDemocrat-7-29-96.txt,N/A,Goshen Democrat ,"July 29, 1896",1896-07-29,N/A,Graphic Advertisement ,,P,,FALSE
398,P,TRUE,GoshenDailyNews-8-1-96.txt,N/A,Goshen Daily News,"August 1, 1896",1896-08-01,N/A,Graphic Advertisement ,,P,,FALSE
399,R,TRUE,CrawfJournal8-2-96p5.txt,A Righteous Roar,Crawfordsville Journal,"August 2, 1896",1896-08-02,5,Evening performance was cut short and the Journal was outraged,,A,,FALSE
400,P,TRUE,GoshenDailyNews-8-3-96.txt,N/A,Goshen Daily News,"August 3, 1896",1896-08-03,N/A,Graphic Advertisement ,,P,,FALSE
401,P,TRUE,GoshenDailyNews-8-7-96.txt,A Show People Want,Goshen Daily News,"August 7, 1896",1896-08-07,N/A,Buffalo Bill show is used as an economic lesson ,,P,,FALSE
402,R,TRUE,GoshenSundayPost-8-9-96.txt,N/A,Goshen Sunday Post ,"August 9, 1896",1896-08-09,N/A,Article emphasizes that the Buffalo Bill show is not a circus,,P,,FALSE
403,E,TRUE,RochesterWeeklyRepublican-8-13-96.txt,Buffalo Bill Suffers,Rochester Weekly Republican ,"August 13, 1896",1896-08-13,N/A,A tornado tore the Wild West's tents and the evening show was canceled ,,P,,FALSE
,,TRUE,GreencastleBannerandTimes-9-9-86.txt,"The new ""Buffalo Bill"" hats are very becoming to the young ladies of the city",Greencastle Banner and Times,"September 9, 1896",1896-09-09,,,,,,
404,P,TRUE,SaturdayEveningMail-8-14-97.txt,N/A,Saturday Evening Mail,"August 14, 1897",1897-08-14,5,Buffalo Bill show was coming to town ,,P,,FALSE
405,P,TRUE,IndianapolisNews-8-21-97.txt,N/A,Indianapolis News,"August 21, 1897",1897-08-21,5,Graphic Advertisement; same page contains ad for Uncle Tom's Cabin play,,A,,FALSE
406,R,TRUE,IndianapolisSun-8-28-97.txt,N/A,Indianapolis Sun,"August 28, 1897",1897-08-28,N/A,"Indianapolis thinks the Indians in Buffalo Bill's show need to practice for the stagecoach hold-up part of the show by practicing in real life in their town 17,000 people saw Buffalo Bill's show; article emphasizes historical artillery and notes Orientals as part of the show",,P,,FALSE
407,E,TRUE,MadisonDailyDemocrat-9-8-97.txt,Told About Buffalo Bill,Madison Daily Democrat ,"Septemer 8, 1897",1897-09-08,N/A,"Article emphasizes the greatness of Buffalo Bill and the way he affects the world; press released, same as Greencastle Banner & Time Sept. 18, 1897",,P,,FALSE
408,P,TRUE,SaturdayEveningMail-9-11-97.txt,N/A,Saturday Evening Mail,"September 11, 1897",1897-09-11,5,Graphic Advertisement ,,P,,FALSE
409,P,TRUE,SaturdayEveningPost-9-11-97.txt,A Historic Character ,Saturday Evening Post,"September 11, 1897",1897-09-11,1,"Buffalo Bill is described as a true, historic American who deserves praise and no one should let slip by the opportunity to see his show ",,A,,FALSE
410,P,TRUE,SemiWeeklyExpress-9-17-97.txt,N/A,Semi-Weekly Express,"September 17, 1897",1897-09-17,5,Graphic Advertisement ,,A,,FALSE
411,P,TRUE,SaturdayEveningMail-9-18-97.txt,Nothing Common in This,Saturday Evening Mail,"September 18, 1897",1897-09-18,1,Article emphasizes the patriotism of the show and the ensemble of many nations ,,P,,FALSE
412,R,TRUE,IndianapolisSun-9-23-97.txt,A Woman Who Can Shoot,Indianapolis Sun,"September 23, 1897",1897-09-23,N/A,Article discusses the skill of Annie Oakley and the respectable American female she is ,,P,,FALSE
413,P,TRUE,SemiWeeklyExpress-9-24-97.txt,Expert Horsemen,Semi-Weekly Express,"September 24, 1897",1897-09-24,8,Buffalo Bill is the most experienced and skilled horseman in the nation and he is joined by others whose skills are almost as great ,,P,,FALSE
414,P,TRUE,SaturdayEveningMail-9-25-97.txt,Buffalo Bill's Wild West,Saturday Evening Mail,"September 25, 1897",1897-09-25,1,Article notes that the Wild West Show is worth going a great distance to see ,,P,,FALSE
415,E,TRUE,GreensburgNewEra-12-29-97.txt,Buffalo Bill's Start,Greensburg New Era ,"December 29, 1897",1897-12-29,N/A,Article discusses Buffalo Bill's beginnings and how the Wild West show came to be ,,P,,FALSE
416,E,TRUE,JeffersonEveningNews-5-7-98.txt,Buffalo Bill's Start,Jefferson Evening News,"May 7, 1898",1898-05-07,N/A,"Press released; same article as Greensburg New Era December 29, 1897",,P,,FALSE
417,E,TRUE,GoshenDailyDemocrat-7-25-98.txt,N/A,Goshen Daily Democrat,"July 15, 1898",1898-07-15,N/A,Pickpockets followed Buffalo Bill's show and police made several arrests ,,P,,FALSE
418,E,TRUE,GoshenMidWeekTimes-8-5-98.txt,Champion Shot of the World,Goshen Mid Week Times,"August 5, 1898",1898-08-05,N/A,Celebrity endorsement- Annie Oakley claims many of the Wild West attachments have used Allen's Foot Ease powder ,,P,,FALSE
419,E,TRUE,SeymourDailyRepublican-8-23-98.txt,Buffalo Bill's Start,Seymour Daily Republican ,"August 23, 1898",1898-08-23,N/A,"Press released, same article as Greensburg New Era December 29, 1897 ",,P,,FALSE
420,P,TRUE,BedfordDemocrat-9-30-98.txt,N/A,Bedford Democrat ,"September 30, 1898",1898-09-30,N/A,Graphic Advertisement for Pawnee Bill's show,,A,,FALSE
421,P,TRUE,NewAlbanyDailyLedger-10-5-98.txt,N/A,New Albany Daily Ledger ,"October 5, 1898 ",1898-10-05,N/A,Buffalo Bill has undying fame and much of his life is played out in his show ,,P,,FALSE
,E,TRUE,IndianapolisJournal-4-3-99.txt,Ticket Seller Shot,Indianapolis Journal,"April 3, 1899",1899-04-03,,,,,,
422,E,TRUE,CorydonDemocrat-4-19-99.txt,"To the ""Wild West""",Corydon Democrat,"April 19, 1899",1899-04-19,N/A,"1899 Press Released article; Show described as instructive and realistic, educational and historic ",,P,,FALSE
423,P,TRUE,LebanonPioneer-4-20-99.txt,Buffalo Bill's Wild West,Lebanon Pioneer,"April 20, 1899",1899-04-20,5,Article emphasizes variety and new aspects of the Wild West show ,,P,,FALSE
424,P,TRUE,IndianapolisJournal-4-24-99.txt,Rough Riders,Indianapolis Journal,"April 24, 1899",1899-04-24,8,Article emphasizes variety and new features to the show such as Hawaiians and Puerto Ricans ,,P,,FALSE
425,E,TRUE,CorydonRepublican-4-27-99.txt,Buffalo Bill's Wild West,Corydon Democrat,"April 27, 1899",1899-04-27,N/A,1899 Press Release; same as Lebanon Pioneer April 20th ,,P,,FALSE
426,P,TRUE,IndianapolisJournal-4-28-99.txt,Young Woman Press Agent,Indianapolis Journal,"April 28, 1899",1899-04-28,8,Article notes racism toward new peoples in the show (Filipinos and women),,P,,FALSE
427,E,TRUE,GreensburgDailyReview-5-1-99.txt,N/A,Greensburg Daily Review ,"May 1, 1899",1899-05-01,N/A,Special train tickets to Buffalo Bill Show,,P,,FALSE
428,P,TRUE,IndianapolisJournal-5-1-99.txt,Col. Cody's Wild West,Indianapolis Journal,"May 1, 1899",1899-05-01,3,Article explains the various new aspects of the show ,,P,,FALSE
429,P,TRUE,IndianapolisJournal-5-5-99.txt,Buffalo Bill Today,Indianapolis Journal,"May 5, 1899",1899-05-05,5,Article gives overview of the Wild West show and emphasizes the reenactment of the Battle of San Juan Hill ,,P,,FALSE
430,R,TRUE,IndianapolisSun-5-5-99.txt,Solemn and Silent,Indianapolis Sun,"May 5, 1899",1899-05-05,N/A,"Article explains how quiet and solemn the company of Buffalo Bill is, aside from the Americans",,P,,FALSE
431,R,TRUE,IndianapolisJournal-5-6-99.txt,Buffalo Bill's Riders,Indianapolis Journal,"May 6, 1899",1899-05-06,3,A very detailed overview of the show that performed the previous day ,,P,,FALSE
432,E,TRUE,IndianapolisJournal-5-6-99-page 8.txt,Mr. Goss Going to Europe,Indianapolis Journal,"May 6, 1899",1899-05-06,8,"At a school board meeting, many members were missing due to drinking in the excitement of the Buffalo Bill show in town",,P,,FALSE
433,E,TRUE,IndianapolisJournal-5-30-99.txt,W. H. Holland Arrested,Indianapolis Journal,"May 30, 1899",1899-05-30,N/A,Holland arrested for killing  Buffalo Bill ticket seller ,,P,,FALSE
434,E,TRUE,GoshenDemocrat-6-14-99.txt,N/A,Goshen Democrat ,"June 14, 1899",1899-06-14,N/A,An advance agent of Buffalo Bill's apparently tired to swindle people ,,P,,FALSE
435,P,TRUE,FtWayneSentinel-6-19-99.txt,N/A,Fort Wayne Evening Sentinel ,"June 19, 1899",1899-06-19,8,An agent of Buffalo Bill's was seen in the city ,,P,,FALSE
436,E,TRUE,GoshenWeeklyNews-7-15-99.txt,The Man and His Crime,Goshen Weekly News,"July 15, 1899",1899-07-15,N/A,An Indian man who was supposed to be shot for killing his uncle was part of the Buffalo Bill show,,P,,FALSE
,P,TRUE,MDT-7-22-99.txt,Real Rough Riders,Muncie Daily Times,"July 22, 1899",1899-07-22,,,,,,
437,P,TRUE,FtWayneNews-7-22-99.txt,A Lady in Advance,Fort Wayne News,"July 22, 1899",1899-07-22,4,Bill Cody's niece is a new advance agent and the article speaks highly of her and the show ,,P,,FALSE
438,P,TRUE,PortlandDailyCommerical-7-22-99.txt,N/A,Portland Daily Commercial ,"July 22, 1899",1899-07-22,N/A,Buffalo Bill's show is headed to Muncie but did not stop in Portland where it supposedly would have made a great fortune,,P,,FALSE
439,P,TRUE,FtWayneNews-7-26-99.txt,"""I'll Yell Like an Indian""",Fort Wayne News,"July 26, 1899",1899-07-26,3,"Buffalo Bill's company is large, like their own personal, diverse village, noting differences in civility; Nate Salsbury's son threatened to yell like an Indian if he was punished",,P,,FALSE
440,E,TRUE,DenverTribune-7-27-99.txt,N/A,Denver Tribune,"July 27, 1899",1899-07-27,N/A,Special excursion routes from Denver to Peru ,,P,,FALSE
441,R,TRUE,FtWayneNews-7-27-99.txt,Will See Heroes,Fort Wayne News,"July 27, 1899",1899-07-27,3,1899 Press release; same as Indianapolis Journal April 28th ,,P,,FALSE
442,E,TRUE,LebanonGazette-7-27-99.txt,N/A,Lebanon Gazette,"July 27, 1899",1899-07-27,N/A,Announcement about Buffalo Bill's show coming to Lafayette ,,P,,FALSE
443,P,TRUE,MonroevilleWeeklyBreeze-7-27-99.txt,The Nation's Own,Monroeville Weekly Breeze,"July 27, 1899",1899-07-27,N/A,1899 Press Release; same as Lebanon Pioneer April 20th ,,P,,FALSE
444,P,TRUE,PortlandDailyCommerical-7-27-99.txt,N/A,Portland Daily Commercial ,"July 27, 1899",1899-07-27,N/A,Special excursion rates for the Buffalo Bill show at Muncie ,,P,,FALSE
,P,TRUE,MuncieDailyHerald-8-1-99.txt,An Equestrian Surprise,Muncie Daily Herald,"Aug. 1, 1899",1899-08-01,,,,,,
,R,TRUE,MDH-8-4-99.txt,Trouble Averted,Muncie Daily Herald,"Aug. 4, 1899",1899-08-04,,,,,,
,R,TRUE,MDT-8-4-99.txt,A Spirited Controversy,Muncie Daily Times,"Aug. 4, 1899",1899-08-04,,,,,,
,R,TRUE,MDT-8-5-99.txt,Passing of Buffalo Bill,Muncie Daily Times,"Aug. 5, 1899",1899-08-05,,,,,,
445,E,TRUE,IndianapolisJournal-8-5-99.txt,"""Hey Rube"" at Muncie",Indianapolis Journal,"Aug. 5, 1899",1899-08-05,3,Buffalo Bill parade had a run-in with the street car system in Muncie ,,P,,FALSE
446,E,TRUE,IndianapolisJournal-8-6-99.txt,Indian Chief's Daughter Dead,Indianapolis Journal,"Aug. 6, 1899",1899-08-06,2,A Buffalo Bill Indian's daughter died after falling from a train coming from Muncie ,,P,,FALSE
447,E,TRUE,IndianapolisJournal-8-7-99.txt,N/A,Indianapolis Journal,"Aug. 7, 1899",1899-08-07,4,A joke about the name of one of Buffalo Bill's Indians ,,P,,FALSE
448,R,TRUE,IndianapolisJournal-9-3-99.txt,Notes of the Stage,Indianapolis Journal,"Sept. 3, 1899",1899-09-03,N/A,A note about Buffalo Bill learning to write ,,P,,FALSE
,R,TRUE,PrincetonClarionLeader-9-23-99.txt,Pawnee Bill It Is A Great Show,Princeton Clarion Leader,"Sept. 23, 1899",1899-09-23,,,,,,
449,E,TRUE,IndianapolisJournal-10-2-99.txt,About People and Things,Indianapolis Journal,"Oct. 2, 1899",1899-10-02,N/A,Buffalo Bill is building a house for his daughter ,,P,,FALSE
450,E,TRUE,IndianapolisJournal-10-4-99.txt,The President at Terre Haute,Indianapolis Journal,"Oct. 4, 1899",1899-10-04,N/A,President McKinley is going to be in town at the same time as Buffalo Bill ,,P,,FALSE
451,E,TRUE,IndianapolisJournal-10-7-99.txt,Cowboys Ride for Prize,Indianapolis Journal,"Oct. 7, 1899",1899-10-07,6,A cowboy from Buffalo Bill's show took second place in a riding competition,,P,,FALSE
452,E,TRUE,IndianapolisJournal-10-15-99.txt,Wedding Prevented by Creeds,Indianapolis Journal,"Oct. 15, 1899",1899-10-15,4,The treasurer of Buffalo Bill's show was set to get married but did not ,,P,,FALSE
,R,TRUE,IndianapolisJournal-10-16-99.txt,Will Join the Queen's Army,Indianapolis Journal,"Oct. 16, 1899",1899-10-16,,,,,,
453,E,TRUE,IndianapolisJournal-1-15-00.txt,Alexander Majors,Indianapolis Journal,Jan 15 1900 ,1/15/00,2,"Originator of the pony express died, article note that he was a close friend of Buffalo Bill's ",,P,,FALSE
454,E,TRUE,MilfordMail-2-22-00.txt,Bluff or Diplomacy,Milford Mail,Feb. 22 1900,2/22/00,N/A,How “Buffalo Bill” Outwitted Bands of Hostiles in his Younger Days,,P,,FALSE
455,E,TRUE,IndianapolisJournal-6-6-00.txt,Notes of the Stage,Indianapolis Journal,June 6 1900,6/6/00,3,local man John Henry Martin spends time at Buffalo Bill's Ranch in Cody Wyoming,,P,,FALSE
456,E,TRUE,IndianapolisJournal-6-29-00.txt,Souix Indian's Death,Indianapolis Journal,June 29 1900,6/29/00,1,A Souix Indian affiliated with Buffalo Bill's show died from eating canned corn,,P,,FALSE
457,E,TRUE,IndianapolisJournal-7-1-00.txt,Campau Real Funny,Indianapolis Journal,July 1 1900,7/1/00,2,A man suggests that Buffalo Bill could offset the Roosevelt nomination because he possesses greater skills and qualities than Roosevelt ,,P,,FALSE
458,R,TRUE,GoshenDailyDemocrat-7-24-00.txt,Buffalo Bill,Goshen Daily Democrat,July 24 1900,7/24/00,N/A,A description of the show in emotional and colorful detail,"If you never thought a newspaper article could be written only in adjectives, you would be wrong",P,,FALSE
459,E,TRUE,MarshallCountyIndependent-8-3-00.txt,N/A,Marshall County Independent,Aug. 3 1900,8/3/00,N/A,one killed and nine injured in the wreck of the show train,,P,,FALSE
460,E,TRUE,PetersburgPikeCountyDemocrat-8-3-00.txt,Show Train Wrecked.,Petersburg Pike County Democrat ,Aug. 3 1900,8/3/00,N/A,Description of the wreck of the Wild West show train,,P,,FALSE
461,E,TRUE,IndianapolisSun-8-7-00.txt,N/A,Indianapolis Sun ,Aug. 7 1900,8/7/00,N/A,Young Local Lesie Shoup Joins the Wild West show but returnes a week later after the show train wreck,,P,,FALSE
462,E,TRUE,GoshenDailyDemocrat-8-8-00.txt,N/A,Goshen Daily Democrat,Aug. 8 1900,8/8/00,N/A,Crazy hobo claims to be step-son of Col. Cody,,P,,FALSE
463,R,TRUE,GoshenDemocrat-8-8-00.txt,To Great Crowds,Goshen Democrat,Aug. 8 1900,8/8/00,N/A,Description of the South Bend show - addition of San Juan Hill,,P,,FALSE
464,E,TRUE,IndianapolisJournal-8-18-00.txt,Buffalo Bill's Ranch ,Indianapolis Journal,Aug. 18 1900,8/18/00,3,An Indianapolis man who stayed with Buffalo Bill for several months describes in great detail of Cody's vast plans successes out West and how he got to where he is,,P,,FALSE
465,E,TRUE,CnythianaArgus-8-25-00.txt,Cowboys in Wild Riot,Cynthiana Argus,Aug. 25 1900,8/25/00,N/A,An account of an escalating riot between showmen and some locals,,P,,FALSE
466,E,TRUE,IndianapolisJournal-9-29-00.txt,Day in Kansas,Indianapolis Journal,Sept. 29 1900,9/29/00,3,Buffalo Bill and some of his show people draw a large crowd at Roosevelt's campaign location; BB gives a short oration on his support for Roosevelt ,,P,,FALSE
467,E,TRUE,IndianapolisJournal-4-3-01.txt,Amusements,Indianapolis Journal,April 3 1901,4/3/01,3,Buffalo Bill's opening season show at Madison Square Garden was full and successful ,,P,,FALSE
468,R,TRUE,VersaillesRepublican-4-3-01.txt,Took the town unprepared ,Versailles Republican,April 3 1901 ,4/3/01,7,A truly bizarre story of how Buffalo Bill and his show made and unexpected stop in a town called Prattsburg,Incomplete - from newspapersarchive.com - could not find the rest of the article,P,,FALSE
469,R,TRUE,IndianapolisJournal-4-28-01.txt,More than Ever,Indianapolis Journal,April 28 1901,4/28/01,20,"New pieces have been added to the Wild West show, as well as retaining the original attractions",,P,,FALSE
470,E,TRUE,IndianapolisJournal-4-28-01-page 17.txt,Buffalo Bill's School,Indianapolis Journal,April 28 1901 ,4/28/01,17,"A military/western training school is being built in the Big Horn Basin, coming alive though Buffalo Bill and his rough riders",,P,,FALSE
471,R,TRUE,JasperWeeklyCourier-5-17-01.txt,Haysville Happenings,Jasper Weekly Courier,May 17 1901,5/17/01,4,There was only one man from the town of Haysville who went to see the Wild West Show in Evansville ,,P,,FALSE
472,P,TRUE,RichmondDailyPalladium-5-18-01.txt,Greater Than Ever,Richmond Daily Palladium,May 18 1901,5/18/01,N/A,Description of the Wild West show with the addition of new acts - the capture of Pekin,,P,,FALSE
473,P,TRUE,IndianapolisJournal-5-19-01.txt,Buffalo Bill Show,Indianapolis Journal,May 19 1901,5/19/01,7,Emphasis on the diversity of the Wild West show coming to town soon ,,P,,FALSE
474,P,TRUE,IndianapolisJournal-5-20-01.txt,The American Cowboy,Indianapolis Journal,May 20 1901,5/20/01,5,Article emphasizes the American cowboys in Buffalo Bill's show,,P,,FALSE
475,P,TRUE,IndianapolisNews-5-20-01.txt,Show to Arrive Tonight,Indianapolis News,May 20 1901,5/20/01,2,"Article emphasizes that the show will add new features in addition to many of its original ones; on the same page is an ad for hats on sale due to ""Buffalo Bill's day""",,P,,FALSE
476,P,TRUE,RichmondDailyPalladium-5-20-01.txt,The Affair at Tien-Tsin to be Fought Here Again,Richmond Daily Palladium,May 20 1901,5/20/01,N/A,Description of the arena and the sow + additions of new performers,,P,,FALSE
477,E,TRUE,IndianapolisSun-5-20-01.txt,Veteran Soldiers will Come to Indianapolis,Indianapolis Sun,May 20 1901,5/20/01,N/A,Addition of Boer and Canadian soldiers to the show,,P,,FALSE
478,E,TRUE,IndianapolisNews-5-21-01.txt,Society,Indianapolis News,May 21 1901,5/21/01,3,Citizens of Indianapolis celebrate Buffalo Bill by having Buffalo Bill parties and luncheons,,P,,FALSE
479,R,TRUE,IndianapolisNews-5-21-00-page 2.txt,There was Buffalo Bill,Indianapolis News,May 21 1901,5/21/01,2,Very detailed description of BB's parade; Wild West show in Terre Haute badly injured one of the artillerymen ,,P,,FALSE
480,P,TRUE,IndianapolisJournal-5-22-01.txt,Great Wild West Show,Indianapolis Journal,May 22 1901,5/22/01,5,The Wild West show had a full turnout; new features of the show made it an even greater hit than last time ,,P,,FALSE
481,R,TRUE,IndianapolisNews-5-22-01.txt,Large Crowd at the Show,Indianapolis News,May 22 1901,5/22/01,5,"Despite wet weather, Buffalo Bill's show brought so many people that the tent was overflowing ",,P,,FALSE
483,E,TRUE,PlymouthRepublican-5-23-01.txt,Had a Hand Blown Of,Plymouth Republican ,May 23 1901,5/23/01,1,Cavalryman James Myerly has hand blown off by canon during a Wild West performance,,P,,FALSE
484,E,TRUE,WaterlooPress-5-23-01.txt,Buffalo Bill Showmen Maimed,Waterloo Press ,May 23 1901 ,5/23/01,2,Description of the accident caused by premature explosion of a cannon during the show,,P,,FALSE
485,P,TRUE,FtWayneSentinel-6-22-01.txt,Facts and Figures Not Founded on Fiction,Ft. Wayne Sentinel ,June 22 1901 ,6/22/01,2,Advertisement with show roster,includes graphics,A,,FALSE
486,P,TRUE,MentoneTriCountyGazette-6-27-01.txt,Buffalo Bill’s Wild West Show at Warsaw,Mentone Tri-County Gazette,June 27 1901,6/27/01,1,Promo for the July 13th show in Warsaw/Ft. Wayne show on the 12th,No PDF,P,,FALSE
487,P,TRUE,PlymouthRepublican-7-4-01.txt,The boundless realm of rough riders,Plymouth Republican ,July 4 1901,7/4/01,2,Advertisement with show roster,includes graphics,A,,FALSE
488,P,TRUE,FtWayneNews-7-6-01.txt,Real Rough Rider,Ft. Wayne News ,July 6 1901 ,7/6/01,5,Advance agent Major Burke desribes the show ,,P,,FALSE
489,P,TRUE,FtWayneSentinel-7-6-01.txt,Major Burke in Fort Wayne,Ft. Wayne Sentinel ,July 6 1901,7/6/01,N/A,An introduction to Major Burke and the Wild West Show,,A,,FALSE
490,P,TRUE,FtWayneGazette-7-6-01.txt,Maj. Burke in Town,Ft. Wayne Gazette ,July 6 1901,7/6/01,3,An introduction to Major Burke and the new acts of the Wild West Show,Incomplete,P,,FALSE
491,R,TRUE,FtWayneSentinel-7-9-01.txt,What General Miles Says,Ft. Wayne Sentinel ,July 9 1901 ,7/9/01,4,Promotional remarks from Gen. Miles and an editorial from Murat Halstead ,,P,,FALSE
492,P,TRUE,FtWayneJournalGazette-7-9-01.txt,History Brought Back to Life,Ft. Wayne Journal Gazette,July 9 1901 ,7/9/01,6,Wild west as a bigger show than ever with the addition of new acts,,P,,FALSE
493,E,TRUE,IndianapolisJournal-7-10-01.txt,Charged with Forgery,Indianapolis Journal ,July 10 1901 ,7/10/01,,A Young Man Wanted in Terre Haute for Alleged Swindling. ,,P,,FALSE
494,E,TRUE,IndianapolisNews-7-10-01.txt,Forgery at Terre Haute,Indianapolis News ,July 10 1901 ,7/10/01,9,Indianapolis man tries to claim money sent for a Wild West performer,,P,,FALSE
495,P,TRUE,FtWayneSentinel-7-11-01.txt,Wild West Show Tomorrow,Ft. Wayne Sentinel ,July 11 1901 ,7/11/01,5,About the acts and the addtion of South African soldiers and the Coast Guard to the show ,,P,,FALSE
496,P,TRUE,MarshallCountyIndependent-7-12-01.txt,Will show in Warsaw,Marshall County Independent,July 12 1901,7/12/01,N/A,Brief promo for the show in Warsaw - many people to attend,No PDF,P,,FALSE
497,E,TRUE,IndianapolisJournal-7-12-01.txt,Four Circus Kings,Indianapolis Journal,July 12 1901,7/12/01,8,Brief mention of Buffalo Bill's show regarding its owners (James Bailey and W. W. Cole),,P,,FALSE
498,P,TRUE,FtWayneSentinel-7-12-01.txt,Wild West Show,Ft. Wayne Sentinel ,July 12 1901 ,7/12/01,N/A,The specific location for the Wild West Show,,P,,FALSE
499,R,TRUE,FtWayneNews-7-12-01.txt,Buffalo Bill Here,Ft. Wayne News,July 12 1901 ,7/12/01,8,promo for the show and it's genuine nature,,P,,FALSE
500,R,TRUE,FtWayneSentinel-7-13-01.txt,Great Wild West,Ft. Wayne Sentinel,July 13 1901 ,7/13/01,7,Description of the parade and the soldiers in the show,,P,,FALSE
501,E,TRUE,LogansportDailyJournal-7-17-01.txt,Showmen Contest,Logansport Daily Journal ,July 17 1901,7/17/01,N/A,Robinson and Buffalo Bill's Advance Men Fight for Bill Board Room,,P,,FALSE
502,E,TRUE,WaterlooPress-7-18-01.txt,Locals and Buffalo Bill Show,Waterloo Press ,July 18 1901,7/18/01,1,Vignettes about locals affected by Buffalo Bill as well as numbers of train tickets sold to people going to the show,,P,,FALSE
503,E,TRUE,PlymouthRepublican-7-18-01.txt,Firearm Incident,Plymouth Republican ,July 18 1901,7/18/01,1,"Local demonstrates use of guns in Wild West Show, accidentally shoots his mother",,P,,FALSE
504,E,TRUE,LogansportReporter-7-23-01.txt,Buffalo Bill's Enterprise,Logansport Reporter ,July 23 1901,7/23/01,N/A,Establishes a Military College and International Academy of Rough Riders,,P,,FALSE
505,E,TRUE,PlymouthRepublican-8-1-01.txt,We Did Not Bite,Plymouth Republican,Aug. 1 1901,8/1/01,2,"A 16 year old Polish boy was dragged to his death by a horse while playing ""Buffalo Bill"" - this article is of questionable factual accuracy",,P,,FALSE
506,P,TRUE,LogansportReporter-8-2-01.txt,The Capture of Pekin,Logansport Reporter ,Aug. 2 1901,8/2/01,N/A,New feature introduced in Buffalo Bill's Show,,P,,FALSE
507,P,TRUE,LogansportDailyJournal-8-16-01.txt,Attractions Promised by Buffalo Bill ,Logansport Daily Journal ,Aug. 16 1901,8/16/01,N/A,Descriptions of the show's new acts,,P,,FALSE
508,R,TRUE,LogansportDailyJournal-8-17-01.txt,Buffalo Bill,Logansport Daily Journal ,Aug. 17 1901,8/17/01,N/A,How the Wild West show difers from and is better than all other shows,,P,,FALSE
509,E,TRUE,ColumbusDailyHerald-9-7-01.txt,Buffalo Bill as a King Among the Ranchers,Columbus Daily Herald ,Sept. 7 1901,9/7/01,N/A,About Cody and the ranchland he owns,includes graphics,P,,FALSE
510,E,TRUE,IndianapolisJournal-9-11-01.txt,Sent to Prison for Forgery,Indianapolis Journal,Sept. 11 1901,9/11/01,5,An employee of Buffalo Bill is in prison for trying to forge another man's name for money ,,P,,FALSE
,E,TRUE,IndianapolisJournal-9-19-01.txt,Memorial Services,Indianapolis Journal,Sept. 19 1901,9/19/01,,,,,,
511,R,TRUE,BedfordDailyMail-9-19-01.txt,Realism,Bedford Daily Mail ,Sept. 19 1901,9/19/01,N/A,About the realism the the Wild West Show,,P,,FALSE
512,E,TRUE,IndianapolisJournal-9-20-01-page 5.txt,At Marion,Indianapolis Journal,Sept. 20 1901,9/20/01,5,Some of Buffalo Bill's company attended memorial services for President McKinley in Marion ,,P,,FALSE
513,P,TRUE,WashingtonDavisCountyDemocrat-9-21-01.txt,Buffalo Bill's Wild West ,Washington Davis County Democrat ,Sept. 21 1901,9/21/01,N/A,promo for the show and it's genuine nature,includes graphics,A,,FALSE
514,E,TRUE,WashingtonDavisCountyDemocrat-9-28-01-I.txt,The Big Show in Washington Monday,Washington Davis County Democrat ,Sept. 28 1901,9/28/01,N/A,Promo for the show and description of the parade,No PDF,P,,FALSE
515,E,TRUE,WashingtonDavisCountyDemocrat-9-28-01-page 3.txt,Harry Jennings Roughly Handled by a Mob,Washington Davis County Democrat ,Sept. 28 1901,9/28/01,3,Showmen go after local who injures one of their own,,,,TRUE
516,E,TRUE,FtWayneNews-10-29-01.txt,Buffalo Bill Wrecked,Ft. Wayne News ,Oct. 29 1901,10/29/01,1,"Show train wrecked at Linwood, NC",,P,,FALSE
517,E,TRUE,IndianapolisJournal-10-30-01.txt,Wild West Show Train Wrecked,Indianapolis Journal ,Oct. 30 1901,10/30/01,1,Loss of property and life in show train crash,,P,,FALSE
518,E,TRUE,MonroevilleWeeklyBreeze-10-31-01.txt,Buffalo Bill Wrecked,Monroeville Weekly Breeze ,Oct. 31 1901 ,10/31/01,7,Wreck of the the Wild West Show train,,P,,FALSE
